,price,year,manufacturer,model,condition,odometer,cylinders,fuel,title_status,transmission,drive,type,paint_color,state
36028,17499,2012,acura,mdxt,excellent,84000.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,ny
1704,10595,2015,volvo,s60t,excellent,93823.0,5 cylinders,gas,clean,automatic,fwd,sedan,white,az
9450,12900,2013,chevrolet,silv,excellent,179579.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,co
45914,6500,2005,mercury,gran,good,79200.0,8 cylinders,gas,clean,automatic,rwd,sedan,red,sc
27753,13300,2015,toyota,coro,good,52000.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,mn
52835,5991,2007,ford,fusi,excellent,82202.0,4 cylinders,gas,clean,automatic,fwd,sedan,custom,va
42164,7750,2012,mitsubishi,gala,like new,68000.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,or
35372,14999,2011,toyota,sien,excellent,77347.0,6 cylinders,gas,clean,automatic,fwd,mini-van,silver,ny
24049,22500,2018,volkswagen,tigu,excellent,19900.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,ma
3120,5999,2007,volkswagen,toua,excellent,142809.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ca
46054,7448,2011,ford,must,good,147555.0,6 cylinders,gas,clean,automatic,rwd,coupe,blue,sc
39005,5995,2012,chevrolet,capt,excellent,110000.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,oh
13040,10400,2013,volkswagen,beet,excellent,100000.0,5 cylinders,gas,clean,automatic,fwd,coupe,grey,fl
28591,10900,2008,toyota,sequ,like new,187092.0,8 cylinders,gas,clean,automatic,rwd,SUV,blue,ms
51587,14200,2014,chevrolet,trav,excellent,126000.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,va
34627,6995,2015,dodge,dart,excellent,55000.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,blue,ny
12851,6000,2002,ford,f250,good,155000.0,8 cylinders,diesel,clean,automatic,4wd,truck,white,fl
55057,14000,1992,porsche,968,good,100000.0,4 cylinders,gas,clean,automatic,rwd,convertible,blue,wi
43610,9500,2007,gmc,sier,good,158131.0,8 cylinders,gas,clean,automatic,rwd,truck,brown,pa
41583,8999,2012,nissan,mura,excellent,101175.0,6 cylinders,gas,rebuilt,automatic,4wd,SUV,silver,or
45746,21990,2017,chrysler,paci,good,20941.0,6 cylinders,gas,clean,other,fwd,van,silver,sc
40780,5900,2013,chevrolet,soni,excellent,113000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ok
3396,18900,2017,dodge,dura,excellent,0.0,6 cylinders,gas,clean,automatic,fwd,wagon,white,ca
52656,6499,2013,ford,taur,excellent,139150.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,va
12969,11400,1992,gmc,6500,excellent,111111.0,8 cylinders,gas,clean,manual,rwd,truck,white,fl
431,14888,2005,toyota,taco,excellent,147040.0,6 cylinders,gas,clean,automatic,rwd,truck,white,al
3584,7800,2015,nissan,sent,good,59328.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,brown,ca
14749,7799,2005,jeep,gran,good,114200.0,8 cylinders,gas,clean,manual,4wd,SUV,custom,fl
35952,5990,2016,ford,fies,excellent,117850.0,3 cylinders,gas,clean,manual,fwd,sedan,grey,ny
55372,7899,2011,toyota,camr,good,111138.0,4 cylinders,gas,clean,automatic,fwd,sedan,custom,wi
35520,6000,2010,ford,f250,fair,204635.0,8 cylinders,diesel,clean,automatic,4wd,truck,red,ny
37652,17500,2013,ford,f250,fair,115000.0,8 cylinders,gas,clean,automatic,4wd,pickup,green,ny
22091,7995,2012,subaru,fore,excellent,152623.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,ky
3214,8999,2012,gmc,terr,like new,144665.0,4 cylinders,gas,clean,automatic,fwd,SUV,white,ca
20174,10950,2012,toyota,camr,excellent,52000.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,silver,ia
55135,8999,2018,chevrolet,cruz,excellent,125736.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,wi
39375,5995,2010,lincoln,mkz,like new,148000.0,6 cylinders,gas,clean,automatic,fwd,SUV,green,oh
13651,19999,2013,chevrolet,subu,excellent,147000.0,8 cylinders,gas,lien,automatic,fwd,SUV,black,fl
1972,8999,2014,nissan,maxi,excellent,125207.0,6 cylinders,gas,clean,automatic,fwd,coupe,black,az
11505,6895,2011,infiniti,g37s,good,115818.0,6 cylinders,gas,clean,automatic,4wd,sedan,silver,de
35958,5999,2008,nissan,rogu,excellent,158442.0,4 cylinders,gas,clean,automatic,4wd,SUV,red,ny
48539,8500,1992,chevrolet,silv,excellent,136000.0,8 cylinders,gas,clean,manual,4wd,truck,blue,tx
14217,6500,2010,subaru,fore,excellent,147882.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,fl
1557,19995,2010,ram,1500,excellent,92549.0,8 cylinders,gas,clean,automatic,rwd,pickup,blue,az
49427,9995,2008,honda,acco,good,97951.0,6 cylinders,gas,clean,automatic,fwd,coupe,grey,tx
5294,19500,2018,chevrolet,colo,like new,46005.0,6 cylinders,gas,salvage,automatic,rwd,pickup,grey,ca
33676,7995,2006,dodge,char,excellent,11268.0,8 cylinders,gas,clean,automatic,rwd,sedan,silver,nj
27720,6500,2004,chevrolet,subu,good,197600.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,mn
27999,9999,2011,volkswagen,tigu,excellent,111000.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,mn
31606,7980,2012,hyundai,sona,good,104615.0,4 cylinders,gas,clean,automatic,rwd,sedan,silver,nc
42902,10990,2012,dodge,jour,excellent,135283.0,6 cylinders,gas,clean,automatic,fwd,SUV,silver,or
8537,19000,2016,toyota,rav4,excellent,33710.0,6 cylinders,gas,clean,automatic,fwd,SUV,orange,ca
53333,6969,2015,toyota,yari,excellent,80000.0,4 cylinders,gas,clean,automatic,fwd,hatchback,blue,wa
6293,5900,1999,chevrolet,silv,good,225.0,8 cylinders,gas,clean,automatic,rwd,truck,white,ca
35666,15500,2014,chevrolet,expr,like new,57000.0,6 cylinders,gas,clean,automatic,rwd,van,white,ny
12831,15990,2015,audi,a4,excellent,101305.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,fl
10311,8000,2005,gmc,yuko,good,174000.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,ct
14902,8250,2010,gmc,sava,good,196000.0,8 cylinders,gas,clean,automatic,rwd,van,white,fl
44027,9999,2014,ford,fusi,excellent,83868.0,4 cylinders,gas,clean,automatic,fwd,sedan,custom,pa
53532,8995,2011,chevrolet,equi,good,136039.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,wa
12407,12000,1998,ram,3500,like new,300000.0,6 cylinders,diesel,clean,automatic,rwd,pickup,white,fl
11535,7500,2007,ford,expl,like new,138000.0,6 cylinders,gas,clean,automatic,rwd,pickup,brown,fl
12351,10950,2015,volkswagen,pass,excellent,70000.0,4 cylinders,diesel,clean,automatic,fwd,sedan,black,fl
45614,7595,2003,mercedes-benz,benz,excellent,94087.0,4 cylinders,gas,clean,automatic,fwd,coupe,white,sc
35607,21995,2015,ford,tran,good,76751.0,6 cylinders,other,clean,automatic,rwd,van,white,ny
41301,7500,1997,chevrolet,taho,excellent,192454.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,ok
39829,7995,2010,jeep,libe,excellent,105000.0,6 cylinders,gas,clean,automatic,4wd,wagon,silver,oh
31943,6995,2010,mazda,mazd,excellent,114193.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,ne
17024,12500,2012,bmw,528i,excellent,133000.0,4 cylinders,gas,clean,automatic,4wd,sedan,white,il
24445,7495,2010,jeep,libe,excellent,105189.0,6 cylinders,gas,clean,automatic,4wd,other,silver,ma
13183,19900,2015,chevrolet,silv,excellent,175000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,fl
42233,11998,2014,ford,fies,good,125048.0,4 cylinders,gas,clean,other,fwd,hatchback,black,or
23480,6800,2010,honda,acco,good,109000.0,6 cylinders,gas,clean,automatic,fwd,sedan,custom,md
39358,10995,2016,nissan,rogu,excellent,90222.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,oh
2899,15950,2013,chrysler,300,excellent,108513.0,8 cylinders,gas,clean,automatic,rwd,sedan,grey,ca
35411,16995,2012,chevrolet,silv,good,186151.0,8 cylinders,gas,clean,automatic,4wd,pickup,red,ny
49474,18995,2016,nissan,fron,excellent,31796.0,4 cylinders,gas,clean,automatic,rwd,pickup,white,tx
55592,16990,2016,chevrolet,mali,excellent,57340.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,wi
37881,6500,2011,subaru,lega,excellent,140000.0,4 cylinders,gas,clean,automatic,4wd,sedan,white,nh
48007,17950,2015,ford,f150,excellent,128000.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,tx
49270,14000,2005,ford,supe,excellent,134579.0,8 cylinders,diesel,clean,automatic,rwd,pickup,grey,tx
51775,9975,2012,honda,odys,good,143000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,black,va
40691,10900,2019,nissan,vers,excellent,53000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ok
46074,8480,2010,honda,insi,excellent,101100.0,4 cylinders,gas,clean,automatic,fwd,hatchback,black,sc
7339,11395,2017,ford,fies,excellent,36101.0,4 cylinders,gas,clean,manual,fwd,sedan,silver,ca
46567,19899,2013,lexus,gs,good,95099.0,6 cylinders,gas,clean,automatic,4wd,sedan,grey,tn
4155,9000,2009,ford,e350,excellent,220000.0,8 cylinders,gas,salvage,automatic,rwd,van,white,ca
49740,7500,2018,nissan,vers,excellent,25000.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,white,tx
15199,13995,2002,mercedes-benz,benz,excellent,53000.0,8 cylinders,gas,clean,automatic,rwd,coupe,black,ga
19688,14000,2012,chevrolet,silv,excellent,107200.0,8 cylinders,gas,clean,automatic,4wd,truck,blue,ia
46560,14989,2016,ford,taur,good,64990.0,6 cylinders,gas,clean,automatic,fwd,sedan,black,tn
292,22300,2017,ford,tran,excellent,113617.0,6 cylinders,gas,clean,automatic,rwd,van,white,al
23766,11500,2015,toyota,coro,like new,51000.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,black,ma
20003,9990,2011,nissan,juke,excellent,61000.0,4 cylinders,gas,rebuilt,automatic,4wd,SUV,blue,ia
43343,10500,2006,ford,f150,good,189688.0,8 cylinders,gas,clean,automatic,4wd,truck,brown,pa
30033,16200,2015,dodge,char,excellent,78000.0,6 cylinders,gas,clean,automatic,rwd,sedan,grey,nc
10823,7000,2007,honda,civi,like new,150000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ct
2110,6700,2013,ford,edge,good,162290.0,6 cylinders,gas,clean,automatic,4wd,sedan,silver,ar
8045,6800,2009,ford,esca,good,211000.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,ca
13458,15890,2015,gmc,sava,excellent,181006.0,8 cylinders,gas,clean,automatic,rwd,van,white,fl
41729,8995,2014,ford,fusi,excellent,146262.0,4 cylinders,hybrid,clean,automatic,fwd,sedan,blue,or
3035,8995,2005,chevrolet,taho,good,187000.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,ca
31136,12999,2017,subaru,impr,good,128.0,4 cylinders,gas,clean,automatic,4wd,hatchback,grey,nc
10506,21999,2012,chevrolet,expr,good,120648.0,8 cylinders,gas,clean,automatic,rwd,other,white,ct
14763,12999,2011,chevrolet,silv,like new,123456.0,8 cylinders,gas,clean,automatic,4wd,truck,blue,fl
8428,13500,2013,acura,ilx,excellent,86315.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ca
50562,17500,2016,lexus,ct20,excellent,85000.0,4 cylinders,gas,clean,automatic,fwd,hatchback,silver,ut
36888,9750,2007,acura,tl,excellent,136750.0,6 cylinders,gas,clean,automatic,fwd,sedan,black,ny
54260,15000,2010,toyota,rav4,excellent,92919.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,wi
24540,6495,2011,ford,fusi,good,128000.0,6 cylinders,gas,clean,automatic,fwd,sedan,custom,ma
41953,6990,2008,honda,acco,excellent,171207.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,or
12506,5985,2015,nissan,vers,good,105328.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,fl
18144,15000,2013,ford,edge,excellent,51000.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,in
37142,9500,2005,porsche,caye,good,146000.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,ny
3241,12900,1999,ford,f350,excellent,165000.0,10 cylinders,gas,clean,automatic,4wd,truck,grey,ca
12792,7995,2002,ford,f250,good,273475.0,8 cylinders,diesel,clean,automatic,rwd,truck,silver,fl
49519,8300,2015,nissan,sent,excellent,84600.0,4 cylinders,gas,clean,automatic,fwd,sedan,brown,tx
16028,8995,2013,nissan,maxi,good,131434.0,6 cylinders,gas,clean,automatic,fwd,sedan,blue,id
32090,6500,2005,jeep,libe,like new,81836.0,6 cylinders,gas,clean,automatic,rwd,SUV,grey,nv
46274,7300,2008,honda,crve,excellent,158000.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,sc
28888,14990,2008,ram,1500,excellent,165000.0,8 cylinders,gas,clean,automatic,4wd,truck,black,mo
27833,21900,2020,jeep,comp,like new,3064.0,4 cylinders,gas,rebuilt,automatic,4wd,SUV,white,mn
14617,7690,2004,nissan,fron,like new,147000.0,6 cylinders,gas,clean,automatic,rwd,truck,red,fl
1221,13900,1995,jeep,wran,good,186000.0,4 cylinders,gas,clean,manual,4wd,SUV,white,az
18203,8249,2011,chevrolet,trav,good,141419.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,in
27781,8000,2003,toyota,4run,good,184786.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,mn
43522,8500,2012,mazda,mazd,good,80000.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,pa
2761,18995,2016,audi,a3,excellent,45946.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,ca
48654,11000,2011,buick,inc,excellent,111099.0,6 cylinders,gas,clean,automatic,fwd,SUV,grey,tx
34963,15990,2016,subaru,cros,excellent,82142.0,4 cylinders,gas,clean,automatic,4wd,hatchback,black,ny
52876,17377,2018,subaru,impr,excellent,52761.0,4 cylinders,gas,clean,automatic,4wd,hatchback,grey,va
28354,16900,2019,ram,1500,good,35500.0,6 cylinders,gas,rebuilt,automatic,fwd,mini-van,grey,mn
41161,5995,2011,dodge,jour,excellent,166000.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,ok
18965,12400,2017,hyundai,elan,excellent,65720.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,in
16342,10995,2014,ford,esca,excellent,118113.0,4 cylinders,gas,clean,automatic,4wd,SUV,red,id
31387,9995,2011,honda,crv,excellent,96000.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,nc
46740,18533,2013,honda,crv,excellent,87443.0,4 cylinders,gas,clean,automatic,4wd,SUV,white,tn
55185,11000,2006,chevrolet,mont,like new,56161.0,8 cylinders,gas,clean,automatic,fwd,coupe,black,wi
8500,8940,2004,nissan,350z,excellent,148000.0,6 cylinders,gas,clean,automatic,rwd,convertible,silver,ca
35728,9850,2011,subaru,outb,like new,132860.0,6 cylinders,gas,clean,automatic,4wd,wagon,silver,ny
30648,6900,2011,ford,fusi,like new,116400.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,nc
14064,7900,2011,volkswagen,jett,excellent,150897.0,4 cylinders,diesel,clean,automatic,fwd,wagon,white,fl
182,21250,2002,ford,thun,new,15996.0,8 cylinders,gas,clean,automatic,fwd,convertible,yellow,al
10163,10900,2013,chevrolet,trav,excellent,130000.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,co
26085,9995,2011,subaru,fore,excellent,126000.0,4 cylinders,gas,clean,automatic,4wd,wagon,white,mi
14804,7750,2014,chevrolet,equi,like new,105000.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,fl
1226,7000,2008,ram,1500,excellent,145724.0,8 cylinders,gas,clean,automatic,4wd,truck,white,az
54415,17995,2011,gmc,yuko,like new,135928.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,wi
103,15900,2017,nissan,fron,good,28650.0,4 cylinders,gas,rebuilt,automatic,rwd,truck,white,al
37998,8100,2014,mazda,mazd,excellent,103370.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,nh
45621,9400,2014,toyota,camr,like new,139704.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,sc
3184,6995,2008,toyota,coro,excellent,114000.0,4 cylinders,gas,clean,automatic,rwd,sedan,white,ca
52026,6997,2006,pontiac,sols,excellent,131239.0,4 cylinders,gas,clean,manual,rwd,convertible,black,va
53890,5995,2010,ford,fusi,excellent,152000.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,wi
46929,7950,2014,ford,esca,excellent,146000.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,tn
19599,15995,2012,chevrolet,colo,good,121407.0,5 cylinders,gas,rebuilt,automatic,4wd,truck,orange,ia
19793,10000,2014,lincoln,mkz,excellent,114200.0,4 cylinders,gas,lien,automatic,4wd,sedan,silver,ia
39372,14990,2011,ram,1500,good,177566.0,8 cylinders,gas,clean,automatic,4wd,truck,red,oh
35253,10000,2010,toyota,high,good,147000.0,6 cylinders,gas,clean,automatic,4wd,SUV,green,ny
41060,10000,2016,chevrolet,cruz,excellent,99728.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ok
44275,12000,2013,ford,esca,excellent,120000.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,pa
38457,18477,2017,hyundai,sant,excellent,25536.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,oh
10458,15995,2014,jeep,gran,good,103339.0,6 cylinders,diesel,clean,automatic,4wd,other,grey,ct
22041,9999,2013,volkswagen,cc,like new,92450.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ky
11583,12995,2005,toyota,taco,like new,178095.0,6 cylinders,gas,clean,automatic,rwd,truck,white,fl
33780,11973,2012,volkswagen,gti,good,104082.0,4 cylinders,gas,clean,automatic,fwd,hatchback,black,nj
35831,13000,2017,volkswagen,jett,excellent,66749.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ny
32529,20000,2009,volvo,670,good,800000.0,6 cylinders,diesel,clean,manual,rwd,truck,black,nj
50121,19977,2011,jeep,wran,like new,84000.0,6 cylinders,gas,clean,manual,4wd,SUV,yellow,tx
54870,10900,2015,ram,1500,good,156603.0,8 cylinders,gas,clean,automatic,rwd,truck,white,wi
38906,12500,2005,ram,1500,excellent,69000.0,8 cylinders,gas,clean,automatic,4wd,pickup,blue,oh
36772,10800,2013,subaru,xvcr,excellent,123976.0,4 cylinders,gas,clean,manual,4wd,wagon,black,ny
42720,7900,2007,honda,fit,excellent,79419.0,4 cylinders,gas,clean,automatic,fwd,sedan,orange,or
50546,6925,2007,jeep,gran,excellent,147939.0,6 cylinders,gas,clean,automatic,rwd,SUV,green,ut
43339,6500,2007,jeep,libe,good,167000.0,6 cylinders,gas,clean,automatic,4wd,SUV,brown,pa
40179,6995,2014,ford,fies,good,103894.0,4 cylinders,gas,clean,manual,fwd,sedan,green,oh
30724,9299,2014,ford,edge,excellent,159697.0,6 cylinders,gas,clean,automatic,fwd,SUV,silver,nc
15004,7900,2014,kia,fort,excellent,71174.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,fl
30833,7495,2008,honda,odys,like new,198573.0,6 cylinders,gas,clean,automatic,fwd,van,white,nc
49883,15000,1994,gmc,sier,good,134550.0,8 cylinders,gas,clean,automatic,rwd,truck,white,tx
21570,16000,2008,lexus,gx47,excellent,179600.0,8 cylinders,gas,clean,automatic,4wd,SUV,black,ks
32553,6995,2018,nissan,vers,excellent,125000.0,4 cylinders,gas,clean,automatic,fwd,hatchback,grey,nj
48706,17600,2015,dodge,chal,excellent,53000.0,6 cylinders,gas,clean,automatic,fwd,coupe,black,tx
14128,12400,2020,honda,civi,excellent,7800.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,grey,fl
3698,18900,2017,nissan,fron,excellent,67888.0,4 cylinders,gas,clean,automatic,rwd,truck,white,ca
10016,18500,2014,jeep,gran,excellent,93748.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,co
30338,7995,2011,hyundai,sona,good,89232.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,nc
42463,7999,2010,mini,coop,good,105366.0,4 cylinders,gas,clean,automatic,fwd,hatchback,black,or
31482,8950,2016,jeep,patr,good,90150.0,4 cylinders,gas,clean,other,fwd,SUV,grey,nc
712,19995,2004,harley-davidson,davi,excellent,147939.0,8 cylinders,diesel,clean,automatic,4wd,truck,black,ak
41494,12900,2012,jeep,gran,like new,156000.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,or
15757,9990,2010,honda,civi,like new,89934.0,4 cylinders,gas,clean,automatic,fwd,sedan,custom,hi
41047,8495,2011,ford,rang,excellent,135000.0,4 cylinders,gas,clean,automatic,rwd,truck,white,ok
5348,9910,2010,honda,civi,excellent,109534.0,4 cylinders,gas,clean,automatic,4wd,sedan,black,ca
9267,6488,2008,chevrolet,silv,excellent,240197.0,8 cylinders,gas,clean,automatic,4wd,truck,white,co
8343,6700,2005,honda,pilo,excellent,163738.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ca
24377,17995,2016,audi,a320,excellent,79407.0,4 cylinders,gas,clean,automatic,4wd,sedan,grey,ma
39595,9995,2007,cadillac,esca,like new,172000.0,8 cylinders,hybrid,clean,automatic,4wd,SUV,white,oh
53791,12995,2013,hyundai,tucs,excellent,88014.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,wi
24390,10950,2017,nissan,sent,excellent,46228.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ma
8400,10500,2007,mercedes-benz,s550,excellent,84000.0,8 cylinders,gas,salvage,automatic,rwd,sedan,black,ca
28691,7000,2008,buick,luce,excellent,66000.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,mo
12900,6790,2004,honda,crv,excellent,145717.0,4 cylinders,gas,clean,automatic,rwd,SUV,black,fl
47862,12500,2013,ford,edge,like new,113330.0,6 cylinders,gas,clean,automatic,fwd,SUV,black,tx
18102,6999,2008,chevrolet,equi,excellent,161385.0,6 cylinders,gas,clean,automatic,4wd,SUV,grey,in
17160,8995,2008,buick,encl,good,141000.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,il
28608,10995,2015,dodge,gran,excellent,99921.0,6 cylinders,gas,clean,automatic,fwd,mini-van,white,mo
48545,16990,2010,rover,lr4h,like new,79000.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,tx
51295,9500,2012,toyota,camr,excellent,89960.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,vt
27682,12995,2013,honda,crve,excellent,75185.0,4 cylinders,gas,rebuilt,automatic,4wd,SUV,grey,mn
41344,21555,2018,volkswagen,beet,like new,17111.0,4 cylinders,gas,clean,automatic,fwd,coupe,white,ok
32907,19995,2016,chevrolet,colo,excellent,60820.0,4 cylinders,gas,clean,automatic,rwd,pickup,white,nj
28782,15900,2005,chevrolet,aval,excellent,127000.0,8 cylinders,gas,clean,automatic,4wd,SUV,grey,mo
53459,9000,2006,toyota,camr,excellent,104000.0,6 cylinders,gas,clean,automatic,fwd,convertible,red,wa
34186,20858,2019,chevrolet,equi,like new,19850.0,4 cylinders,gas,clean,automatic,fwd,other,white,nm
24803,7500,2011,nissan,xter,excellent,175824.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,ma
18191,19900,2018,toyota,rav4,like new,7800.0,4 cylinders,gas,clean,automatic,4wd,SUV,black,in
10250,17000,2015,bmw,335i,like new,87000.0,6 cylinders,gas,clean,automatic,4wd,sedan,blue,ct
16481,5950,2007,nissan,mura,excellent,148000.0,6 cylinders,gas,clean,automatic,4wd,SUV,grey,id
49665,14600,2008,ram,1500,like new,148793.0,8 cylinders,gas,clean,automatic,4wd,truck,white,tx
43657,21882,2019,toyota,camr,like new,42679.0,4 cylinders,gas,clean,manual,fwd,sedan,black,pa
4315,16995,2013,chevrolet,expr,good,104574.0,8 cylinders,gas,clean,automatic,rwd,van,white,ca
1710,14999,2018,nissan,roug,good,127521.0,4 cylinders,gas,clean,automatic,rwd,SUV,white,az
37349,8990,2013,nissan,juke,excellent,111000.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,ny
8257,10999,2013,volkswagen,beet,excellent,60248.0,4 cylinders,gas,clean,automatic,fwd,coupe,blue,ca
28263,9900,2018,ford,ecos,fair,15000.0,4 cylinders,gas,salvage,automatic,4wd,SUV,red,mn
25087,10900,2011,chevrolet,trav,excellent,104200.0,6 cylinders,gas,clean,automatic,fwd,SUV,black,mi
45125,8499,2014,subaru,impr,good,116000.0,4 cylinders,gas,clean,automatic,4wd,wagon,white,pa
2181,19870,2013,chevrolet,silv,good,141778.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,ar
15502,11500,2000,toyota,tund,good,117338.0,8 cylinders,gas,clean,automatic,rwd,truck,green,ga
44513,18988,2013,mercedes-benz,ccla,good,57593.0,6 cylinders,gas,clean,automatic,4wd,sedan,white,pa
41517,17992,2016,toyota,priu,good,62847.0,4 cylinders,other,clean,other,fwd,wagon,grey,or
38144,13990,2016,jeep,patr,excellent,103372.0,4 cylinders,gas,clean,automatic,4wd,SUV,black,nd
2132,14900,2018,ford,fusi,excellent,51000.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ar
6930,5799,2015,nissan,sent,good,96025.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ca
36504,7900,2007,gmc,envo,excellent,81000.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,ny
1413,7500,2005,mercedes-benz,benz,like new,110000.0,6 cylinders,gas,clean,automatic,rwd,wagon,red,az
42943,17999,2007,toyota,tund,good,151000.0,8 cylinders,gas,clean,automatic,rwd,truck,grey,or
53328,6999,2011,mitsubishi,gala,good,125572.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,wa
28559,17295,2014,chrysler,300,excellent,129128.0,8 cylinders,gas,clean,automatic,rwd,sedan,blue,ms
25748,7000,2013,ford,focu,excellent,79900.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,mi
27417,7395,2010,honda,odys,good,144346.0,6 cylinders,gas,clean,automatic,fwd,van,silver,mn
15101,18700,2011,ford,f150,excellent,137397.0,8 cylinders,gas,clean,automatic,rwd,pickup,black,fl
26513,10000,1996,ford,f350,excellent,161000.0,8 cylinders,diesel,clean,automatic,rwd,truck,white,mi
17689,5875,2006,chevrolet,silv,excellent,176000.0,6 cylinders,gas,clean,automatic,rwd,pickup,grey,il
12895,7800,2007,mercedes-benz,ccla,excellent,119420.0,6 cylinders,gas,clean,automatic,rwd,sedan,grey,fl
8468,22000,2018,honda,pilo,like new,33263.0,6 cylinders,gas,salvage,automatic,rwd,SUV,black,ca
42843,15800,2013,lexus,ct20,excellent,68000.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,blue,or
39817,12999,2016,ford,fusi,excellent,48153.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,oh
28663,15995,2006,chevrolet,silv,excellent,188000.0,8 cylinders,diesel,clean,automatic,4wd,pickup,red,mo
41215,10000,2016,chevrolet,cruz,excellent,99728.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,ok
53853,17995,2012,ram,1500,excellent,134901.0,8 cylinders,gas,clean,automatic,4wd,truck,grey,wi
34891,9750,2010,toyota,aval,like new,114200.0,6 cylinders,gas,clean,automatic,fwd,sedan,brown,ny
