,price,year,manufacturer,model,condition,odometer,cylinders,fuel,title_status,transmission,drive,type,paint_color,state
43233,15995,2016,toyota,priu,excellent,113000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,pa
15200,6495,2010,mazda,trib,good,113464.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,ga
14148,10998,2017,ram,prom,like new,91000.0,4 cylinders,gas,clean,automatic,fwd,van,white,fl
1274,9500,1997,ford,f150,excellent,85000.0,8 cylinders,gas,clean,automatic,4wd,truck,red,az
39090,18200,2011,chevrolet,silv,excellent,79912.0,8 cylinders,gas,clean,automatic,4wd,truck,grey,oh
4148,13222,2013,honda,civi,good,144500.0,4 cylinders,gas,clean,manual,fwd,coupe,blue,ca
35415,7495,2010,toyota,priu,excellent,114185.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,grey,ny
5881,7800,2009,toyota,priu,excellent,106500.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,grey,ca
35620,16495,2018,ford,fusi,good,36245.0,4 cylinders,electric,clean,automatic,fwd,sedan,black,ny
4348,9900,2013,nissan,maxi,excellent,134405.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ca
34453,17000,2004,ram,2500,good,270000.0,6 cylinders,diesel,clean,automatic,4wd,truck,grey,nm
109,13950,2008,mazda,miat,excellent,86650.0,4 cylinders,gas,clean,manual,rwd,convertible,grey,al
50872,9988,2010,gmc,acad,excellent,88345.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,vt
39562,7999,2013,toyota,coro,excellent,89000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,oh
37675,6995,2009,honda,crve,excellent,169000.0,4 cylinders,gas,clean,automatic,4wd,SUV,red,ny
18885,15800,2019,hyundai,elan,excellent,8047.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,in
38941,10500,2012,volkswagen,gti,excellent,94869.0,4 cylinders,gas,clean,manual,fwd,coupe,red,oh
25353,5900,2007,honda,odys,excellent,162000.0,6 cylinders,gas,clean,automatic,fwd,mini-van,silver,mi
47143,9900,2016,dodge,gran,good,119494.0,6 cylinders,gas,clean,automatic,fwd,mini-van,silver,tn
26244,7949,2011,ford,fusi,excellent,93050.0,6 cylinders,gas,clean,automatic,4wd,sedan,grey,mi
27901,16995,2012,ford,f150,excellent,163139.0,8 cylinders,gas,clean,automatic,4wd,truck,black,mn
46568,20789,2016,ram,1500,good,105030.0,6 cylinders,gas,clean,automatic,rwd,truck,white,tn
52508,6490,2016,ford,fies,like new,66120.0,4 cylinders,gas,clean,automatic,fwd,hatchback,white,va
39860,8900,2003,jeep,wran,good,158146.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,oh
40784,12995,2015,buick,enco,excellent,58265.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,ok
49415,10950,2015,honda,acco,excellent,81000.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,black,tx
38152,14900,2011,ford,f250,good,222830.0,8 cylinders,diesel,clean,automatic,4wd,pickup,white,nd
44341,8300,2011,kia,spor,good,133000.0,4 cylinders,gas,clean,automatic,4wd,SUV,brown,pa
42796,20500,2014,honda,acco,like new,35000.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,or
13742,19900,2014,ram,1500,excellent,102929.0,8 cylinders,gas,clean,automatic,rwd,pickup,grey,fl
30642,11900,2014,chevrolet,equi,excellent,113940.0,4 cylinders,gas,clean,automatic,4wd,SUV,brown,nc
11509,10600,2008,bmw,z4,excellent,127000.0,6 cylinders,gas,clean,automatic,rwd,convertible,red,de
39447,21950,2013,chevrolet,silv,good,97697.0,8 cylinders,gas,clean,automatic,4wd,truck,blue,oh
44832,6000,2010,cadillac,dts,excellent,72000.0,8 cylinders,gas,clean,automatic,fwd,coupe,black,pa
49893,12350,2001,toyota,taco,excellent,82000.0,4 cylinders,gas,clean,manual,rwd,truck,green,tx
19185,6495,2004,lexus,rx33,good,198000.0,6 cylinders,gas,clean,automatic,4wd,SUV,green,ia
55294,10995,2012,chevrolet,equi,excellent,97710.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,wi
7949,16995,2018,chevrolet,mali,excellent,76677.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,ca
6429,10450,2012,toyota,rav4,good,99940.0,other,electric,clean,automatic,fwd,SUV,silver,ca
33472,6399,2006,toyota,coro,excellent,116962.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,nj
7964,13288,2016,kia,opti,good,107305.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,ca
9057,14000,2007,toyota,taco,good,222000.0,6 cylinders,gas,salvage,automatic,4wd,pickup,blue,co
27012,14995,2010,gmc,yuko,excellent,148500.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,mi
7298,10795,2013,honda,fits,like new,90023.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,ca
5633,13995,2016,dodge,gcar,like new,73562.0,6 cylinders,gas,clean,automatic,fwd,mini-van,white,ca
30168,6300,2008,mitsubishi,ende,excellent,106000.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,nc
50936,6999,2012,mazda,3tou,excellent,101000.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,vt
13924,6500,2004,chevrolet,aval,excellent,158000.0,8 cylinders,gas,clean,automatic,rwd,truck,black,fl
5370,19914,2014,chevrolet,silv,excellent,214133.0,8 cylinders,gas,clean,automatic,4wd,truck,grey,ca
31540,6500,2009,hyundai,sant,good,118500.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,nc
36177,11995,2011,dodge,char,excellent,120856.0,8 cylinders,gas,clean,automatic,4wd,sedan,black,ny
48371,13997,2007,lexus,es35,excellent,71934.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,tx
51083,8995,2010,dodge,char,good,85000.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,vt
6478,7200,2014,nissan,sent,excellent,120000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ca
43687,17983,2016,acura,ilxp,like new,10663.0,4 cylinders,gas,clean,manual,fwd,sedan,red,pa
6366,13988,2007,toyota,rav4,like new,90497.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,ca
11396,7775,2001,ram,1500,excellent,97000.0,8 cylinders,gas,clean,automatic,4wd,truck,blue,de
14737,12495,2011,gmc,sava,excellent,213100.0,8 cylinders,gas,clean,automatic,rwd,van,white,fl
25606,10900,2009,ram,1500,excellent,155000.0,8 cylinders,gas,clean,automatic,4wd,pickup,black,mi
15838,12500,2011,chrysler,200c,excellent,42895.0,6 cylinders,gas,clean,automatic,fwd,convertible,white,hi
23687,16497,2014,gmc,acad,excellent,104245.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,ma
49590,12500,2006,ford,f250,good,203000.0,8 cylinders,diesel,clean,automatic,4wd,truck,white,tx
24836,11995,2013,bmw,328x,excellent,97870.0,6 cylinders,gas,clean,automatic,4wd,coupe,white,ma
30026,7900,2015,kia,soul,excellent,111554.0,4 cylinders,gas,clean,automatic,fwd,wagon,black,nc
50367,10700,2016,chevrolet,mali,like new,93768.0,6 cylinders,gas,clean,automatic,fwd,sedan,black,tx
39702,5995,2005,infiniti,fx35,excellent,149000.0,6 cylinders,gas,clean,automatic,4wd,SUV,custom,oh
41264,15900,2005,chevrolet,aval,excellent,127000.0,8 cylinders,gas,clean,automatic,4wd,SUV,grey,ok
40041,12975,2019,chevrolet,cruz,like new,9800.0,4 cylinders,gas,lien,automatic,fwd,hatchback,black,oh
55674,14600,2016,jeep,patr,excellent,24780.0,4 cylinders,gas,rebuilt,automatic,4wd,SUV,grey,wi
27779,6495,2013,dodge,dart,excellent,99000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,mn
39069,10999,2018,honda,civi,excellent,75884.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,oh
25456,6900,2011,chevrolet,subu,excellent,204000.0,8 cylinders,gas,clean,automatic,4wd,SUV,red,mi
39592,6995,2008,buick,lacr,like new,77000.0,6 cylinders,gas,clean,automatic,fwd,sedan,blue,oh
41521,9990,2012,chevrolet,cruz,good,106642.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,or
24075,6500,2009,toyota,matr,like new,92000.0,4 cylinders,gas,clean,automatic,4wd,hatchback,grey,ma
41594,8995,2001,chevrolet,silv,excellent,199323.0,8 cylinders,gas,clean,automatic,4wd,truck,grey,or
45030,7995,2010,ford,taur,like new,92000.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,pa
54216,7995,2014,chevrolet,cruz,excellent,114000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,wi
4215,11995,2013,honda,odys,good,181920.0,6 cylinders,gas,clean,automatic,fwd,mini-van,white,ca
49122,9300,2007,chevrolet,silv,good,150000.0,8 cylinders,gas,clean,automatic,rwd,truck,white,tx
31446,17840,2013,ford,e350,good,141482.0,8 cylinders,gas,clean,automatic,rwd,van,white,nc
25647,6800,2009,chevrolet,equi,excellent,89650.0,6 cylinders,gas,clean,automatic,fwd,SUV,blue,mi
47345,5900,2011,chevrolet,mali,good,184000.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,tn
24057,8900,2013,honda,civi,excellent,103255.0,4 cylinders,gas,clean,automatic,fwd,sedan,brown,ma
15880,11900,2013,nissan,alti,good,70848.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,hi
45691,22900,2003,chevrolet,silv,excellent,108198.0,8 cylinders,gas,clean,automatic,4wd,truck,black,sc
40370,9997,2015,hyundai,velo,good,69551.0,4 cylinders,gas,clean,automatic,fwd,coupe,yellow,oh
19011,9500,2005,ram,1500,excellent,147125.0,8 cylinders,gas,clean,automatic,4wd,truck,white,ia
31491,8950,2016,jeep,patr,good,90150.0,4 cylinders,gas,clean,other,fwd,SUV,grey,nc
43788,9200,2009,hyundai,sona,good,20860.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,pa
9062,22000,1995,cadillac,eldo,excellent,17300.0,8 cylinders,gas,clean,automatic,fwd,coupe,white,co
45217,19400,2017,audi,a4,good,67000.0,4 cylinders,gas,clean,automatic,4wd,sedan,silver,ri
31628,13500,1992,ford,f150,excellent,70667.0,8 cylinders,gas,clean,automatic,rwd,pickup,red,nc
55204,7300,1994,ford,f150,good,42000.0,6 cylinders,gas,clean,automatic,rwd,truck,red,wi
44829,6250,2013,chevrolet,cruz,excellent,142508.0,4 cylinders,gas,clean,automatic,fwd,coupe,silver,pa
35243,7995,2011,honda,fit,good,99900.0,4 cylinders,gas,clean,automatic,fwd,hatchback,red,ny
30301,10500,2013,ford,f150,good,162500.0,6 cylinders,gas,rebuilt,automatic,rwd,truck,white,nc
53759,9365,2007,chevrolet,expr,good,105103.0,8 cylinders,gas,clean,automatic,rwd,van,white,wi
30943,11500,2011,ford,f150,excellent,180000.0,8 cylinders,gas,clean,automatic,4wd,truck,black,nc
24625,19900,2018,toyota,sien,like new,14000.0,6 cylinders,gas,rebuilt,automatic,fwd,mini-van,white,ma
54609,7900,2009,toyota,high,good,190524.0,6 cylinders,gas,clean,automatic,fwd,SUV,custom,wi
9829,6000,2008,infiniti,m35x,good,201000.0,6 cylinders,gas,clean,automatic,4wd,sedan,blue,co
8420,6000,2008,mini,coop,excellent,124900.0,4 cylinders,gas,clean,automatic,fwd,hatchback,white,ca
19626,8990,2013,chevrolet,equi,good,127100.0,4 cylinders,gas,clean,automatic,fwd,wagon,black,ia
47309,10980,2005,gmc,kodi,good,166102.0,8 cylinders,gas,clean,automatic,rwd,truck,white,tn
26581,9300,2013,toyota,priu,like new,108000.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,black,mi
27957,14999,2019,nissan,sent,excellent,25503.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,mn
40476,8900,2002,ford,rang,like new,93000.0,6 cylinders,gas,clean,manual,rwd,pickup,blue,oh
5459,11995,2015,nissan,alti,excellent,134558.0,6 cylinders,gas,clean,automatic,fwd,sedan,silver,ca
33601,8273,2011,ford,esca,good,116447.0,6 cylinders,gas,clean,automatic,fwd,SUV,white,nj
7950,6800,2008,volvo,xc90,excellent,164000.0,6 cylinders,gas,clean,automatic,4wd,SUV,green,ca
34251,20000,2004,ford,f350,excellent,90000.0,8 cylinders,diesel,salvage,automatic,4wd,truck,black,nm
55706,8995,2008,honda,pilo,excellent,128765.0,6 cylinders,gas,clean,automatic,4wd,SUV,brown,wi
2084,13750,2009,chevrolet,c750,good,165162.0,8 cylinders,gas,clean,manual,rwd,truck,red,ar
55072,8991,2011,bmw,328x,like new,113137.0,6 cylinders,gas,clean,automatic,4wd,sedan,black,wi
36994,18995,2013,ford,f250,like new,133494.0,8 cylinders,gas,clean,automatic,4wd,truck,black,ny
46539,7500,2011,honda,civi,good,93000.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,tn
34939,9995,2013,ford,esca,excellent,126369.0,4 cylinders,gas,clean,automatic,4wd,wagon,black,ny
16773,16200,2014,ford,f350,good,152000.0,8 cylinders,gas,clean,automatic,4wd,pickup,white,id
14527,6700,2006,mercedes-benz,ccla,like new,79000.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,fl
20015,7985,2003,ford,f150,excellent,145000.0,8 cylinders,gas,clean,automatic,rwd,truck,silver,ia
14446,22800,2012,ford,f150,excellent,98000.0,6 cylinders,gas,clean,automatic,4wd,truck,silver,fl
52414,10500,2011,bmw,528i,excellent,110690.0,6 cylinders,gas,clean,automatic,rwd,sedan,silver,va
28733,10500,2011,chevrolet,equi,good,99969.0,4 cylinders,gas,clean,automatic,fwd,SUV,grey,mo
46135,9999,2009,toyota,camr,excellent,222703.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,sc
482,13950,2008,chevrolet,silv,fair,332488.0,8 cylinders,diesel,clean,automatic,4wd,pickup,silver,al
47125,16283,2017,chevrolet,equi,excellent,123099.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,tn
20882,14900,2008,ram,2500,excellent,217681.0,8 cylinders,gas,clean,automatic,4wd,pickup,red,ks
7499,6800,2007,audi,a4qu,excellent,123101.0,4 cylinders,gas,clean,automatic,fwd,sedan,silver,ca
26126,14995,2017,volkswagen,jett,excellent,41000.0,4 cylinders,gas,clean,manual,fwd,sedan,black,mi
43775,21999,2016,nissan,rogu,excellent,30122.0,4 cylinders,gas,clean,automatic,4wd,SUV,black,pa
46795,7500,1992,dodge,stea,good,117000.0,6 cylinders,gas,clean,manual,4wd,coupe,custom,tn
31019,17427,2017,honda,civi,excellent,48393.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,nc
8452,6949,2006,acura,mdxt,excellent,162000.0,6 cylinders,gas,clean,automatic,4wd,SUV,grey,ca
16871,11995,2006,mercedes-benz,benz,excellent,102000.0,8 cylinders,gas,clean,automatic,rwd,sedan,black,il
5216,15500,2018,mitsubishi,outl,excellent,59200.0,4 cylinders,gas,clean,automatic,fwd,SUV,custom,ca
42529,21000,2016,honda,crv,excellent,35200.0,4 cylinders,gas,clean,automatic,fwd,SUV,silver,or
26625,6500,2008,gmc,acad,good,159000.0,6 cylinders,gas,clean,automatic,fwd,SUV,grey,mi
42238,6495,1997,chevrolet,subu,good,183467.0,8 cylinders,gas,clean,automatic,4wd,SUV,green,or
54026,15000,2015,toyota,rav4,excellent,110000.0,4 cylinders,gas,clean,automatic,4wd,SUV,blue,wi
9744,9500,2013,toyota,coro,excellent,103000.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,co
24457,10995,2010,ford,f150,good,133000.0,8 cylinders,gas,clean,automatic,rwd,truck,black,ma
23962,20990,2016,toyota,aval,good,41070.0,6 cylinders,gas,clean,other,fwd,sedan,white,ma
54951,14980,2017,chevrolet,cruz,excellent,36295.0,4 cylinders,gas,clean,automatic,fwd,sedan,black,wi
480,11950,2009,chevrolet,1500,good,179935.0,8 cylinders,gas,clean,automatic,4wd,pickup,black,al
39155,11995,2016,jeep,comp,good,91845.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,oh
18896,9500,2009,honda,pilo,excellent,135689.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,in
41020,20800,2014,chevrolet,silv,excellent,70300.0,6 cylinders,gas,clean,automatic,rwd,truck,silver,ok
12514,14900,2016,lincoln,mkc,excellent,97917.0,4 cylinders,gas,clean,automatic,rwd,SUV,white,fl
40500,8500,2013,ford,fusi,excellent,114478.0,4 cylinders,gas,clean,automatic,fwd,sedan,white,oh
28623,20985,2018,chevrolet,equi,good,67666.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,mo
33681,6499,2001,toyota,sequ,excellent,141997.0,8 cylinders,gas,clean,automatic,4wd,SUV,silver,nj
49801,9500,2008,toyota,taco,excellent,146000.0,6 cylinders,gas,rebuilt,automatic,4wd,truck,black,tx
46106,6500,1992,ford,thun,excellent,56000.0,6 cylinders,gas,clean,automatic,rwd,sedan,black,sc
21240,22590,2017,buick,encl,good,46748.0,6 cylinders,other,clean,other,fwd,SUV,blue,ks
6288,13988,2013,toyota,priu,excellent,44789.0,4 cylinders,hybrid,clean,automatic,fwd,hatchback,grey,ca
43931,6900,2009,hyundai,sant,excellent,74000.0,6 cylinders,gas,clean,automatic,4wd,SUV,blue,pa
70,16888,2008,toyota,fjcr,good,188096.0,6 cylinders,gas,clean,automatic,4wd,SUV,yellow,al
31640,7500,2014,jeep,patr,excellent,151000.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,nc
5169,7995,2006,toyota,coro,excellent,50882.0,4 cylinders,gas,clean,automatic,fwd,sedan,grey,ca
9100,15999,2007,toyota,fjcr,excellent,248880.0,6 cylinders,gas,clean,automatic,4wd,SUV,black,co
53464,11000,2012,cadillac,cts4,excellent,110000.0,6 cylinders,gas,clean,automatic,4wd,sedan,white,wa
21995,10950,2013,ford,expl,good,192255.0,6 cylinders,gas,clean,automatic,fwd,SUV,black,ky
10604,9299,2011,honda,pilo,excellent,205000.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ct
34855,6250,2006,chevrolet,trai,excellent,109566.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ny
13375,16800,2015,ford,must,like new,80066.0,4 cylinders,gas,clean,automatic,rwd,coupe,blue,fl
24444,14500,2004,gmc,sier,good,144000.0,8 cylinders,gas,clean,automatic,4wd,truck,white,ma
6919,6000,2009,toyota,yari,excellent,123000.0,4 cylinders,gas,clean,automatic,fwd,hatchback,silver,ca
49550,6950,2009,nissan,sent,like new,78180.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,tx
37836,10995,2013,volkswagen,pass,excellent,78000.0,4 cylinders,diesel,clean,automatic,fwd,sedan,white,nh
36305,9990,2012,hyundai,sona,good,58926.0,4 cylinders,gas,clean,manual,fwd,sedan,silver,ny
46186,21500,2005,bmw,m3,excellent,75475.0,6 cylinders,gas,clean,other,rwd,convertible,blue,sc
8489,6900,2005,honda,pilo,excellent,163738.0,6 cylinders,gas,clean,automatic,4wd,SUV,silver,ca
51444,17498,2017,subaru,cros,good,67684.0,4 cylinders,gas,clean,automatic,4wd,hatchback,white,vt
50576,18995,2014,toyota,sien,excellent,79000.0,6 cylinders,gas,clean,automatic,4wd,mini-van,black,ut
17643,8990,2009,nissan,tita,excellent,220808.0,8 cylinders,gas,clean,automatic,4wd,pickup,grey,il
44609,7495,2018,ford,fies,like new,29500.0,4 cylinders,gas,rebuilt,automatic,fwd,sedan,silver,pa
13871,8450,2011,ford,crow,excellent,79000.0,8 cylinders,gas,clean,automatic,rwd,sedan,black,fl
29293,16750,2006,ford,must,like new,12647.0,8 cylinders,gas,clean,automatic,rwd,coupe,red,mt
28156,7450,2004,chevrolet,subu,excellent,195229.0,8 cylinders,gas,clean,automatic,rwd,SUV,white,mn
19485,12500,1998,dodge,3500,good,230837.0,6 cylinders,diesel,clean,manual,4wd,truck,red,ia
33969,16000,2007,jeep,wran,like new,91800.0,6 cylinders,gas,lien,manual,4wd,offroad,silver,nm
25410,6400,2008,infiniti,m35a,excellent,148.0,6 cylinders,gas,clean,automatic,4wd,sedan,black,mi
28728,5995,2002,chevrolet,taho,excellent,118000.0,8 cylinders,gas,clean,automatic,4wd,SUV,green,mo
7096,13000,2015,kia,soul,excellent,69000.0,4 cylinders,gas,clean,automatic,fwd,wagon,blue,ca
29396,9750,2010,chevrolet,subu,good,171000.0,8 cylinders,gas,clean,automatic,4wd,SUV,white,mt
44539,9950,2012,honda,acco,good,104700.0,4 cylinders,gas,clean,automatic,fwd,sedan,red,pa
45672,6000,2015,nissan,vers,excellent,94900.0,4 cylinders,gas,clean,automatic,fwd,hatchback,red,sc
39647,6595,2011,kia,fort,excellent,128000.0,4 cylinders,gas,clean,automatic,fwd,coupe,blue,oh
9902,12900,2004,lexus,gx47,excellent,189000.0,8 cylinders,gas,clean,automatic,4wd,SUV,brown,co
35841,10000,2008,bmw,550i,excellent,98544.0,8 cylinders,gas,clean,automatic,rwd,sedan,blue,ny
22396,7200,2005,ford,e350,fair,203000.0,8 cylinders,gas,clean,automatic,rwd,van,white,ky
55397,13999,2013,bmw,7ser,like new,130000.0,8 cylinders,gas,clean,automatic,4wd,sedan,black,wi
39920,8495,2006,ford,f150,good,165000.0,8 cylinders,gas,clean,automatic,4wd,pickup,black,oh
32379,9999,2004,ford,f150,excellent,254252.0,8 cylinders,gas,clean,automatic,4wd,pickup,black,nv
53812,5995,2010,toyota,coro,excellent,148790.0,4 cylinders,gas,clean,automatic,fwd,sedan,blue,wi
55127,9500,2005,toyota,taco,excellent,223000.0,6 cylinders,gas,clean,automatic,rwd,truck,black,wi
40963,7500,2008,honda,crve,excellent,151539.0,4 cylinders,gas,clean,automatic,4wd,SUV,silver,ok
44046,14900,2009,gmc,sava,fair,109227.0,8 cylinders,gas,clean,automatic,rwd,truck,white,pa
40945,20888,2019,chevrolet,equi,like new,35000.0,4 cylinders,gas,clean,automatic,fwd,SUV,black,ok
6705,13995,2016,kia,fort,good,51737.0,4 cylinders,gas,clean,automatic,rwd,sedan,black,ca
53721,12600,2011,chevrolet,silv,excellent,229641.0,8 cylinders,gas,clean,automatic,4wd,truck,white,wi
52144,7500,2004,chevrolet,subu,like new,136000.0,8 cylinders,gas,clean,automatic,rwd,SUV,green,va
13914,15991,2007,cadillac,esca,excellent,103000.0,8 cylinders,gas,clean,automatic,rwd,SUV,black,fl
11594,15500,2016,dodge,gran,excellent,137050.0,6 cylinders,gas,clean,automatic,fwd,mini-van,black,fl
15135,17990,2013,lincoln,mkzs,good,41750.0,6 cylinders,gas,clean,automatic,fwd,sedan,white,fl
20712,21900,2009,chevrolet,expr,good,100851.0,8 cylinders,gas,clean,other,rwd,van,black,ia
35359,6750,2009,jeep,grch,excellent,151000.0,6 cylinders,gas,clean,automatic,4wd,SUV,red,ny
6199,13999,2013,ford,esca,like new,100900.0,4 cylinders,gas,clean,automatic,4wd,SUV,grey,ca
38363,7990,2008,jeep,libe,excellent,116040.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,oh
44621,21500,2012,ford,f350,good,156719.0,8 cylinders,diesel,clean,automatic,4wd,truck,white,pa
13624,8000,2009,gmc,envo,excellent,90360.0,6 cylinders,gas,clean,automatic,rwd,SUV,black,fl
26496,13999,2013,honda,pilo,good,157096.0,6 cylinders,gas,clean,automatic,4wd,SUV,white,mi
38911,10500,2007,ford,f150,good,103500.0,8 cylinders,gas,clean,automatic,4wd,pickup,silver,oh
54654,12980,2007,ford,f150,excellent,53934.0,8 cylinders,gas,clean,automatic,rwd,pickup,silver,wi
2705,6995,2007,dodge,dura,excellent,191472.0,8 cylinders,gas,clean,automatic,4wd,SUV,grey,ca
10121,11250,2005,toyota,taco,good,209600.0,6 cylinders,gas,clean,automatic,4wd,truck,red,co
3918,17999,2010,mercedes-benz,e350,excellent,43300.0,6 cylinders,gas,clean,automatic,rwd,sedan,grey,ca
7844,7999,2013,mitsubishi,outl,excellent,137122.0,4 cylinders,gas,clean,automatic,fwd,SUV,blue,ca
41718,15000,2004,toyota,tund,excellent,145120.0,8 cylinders,gas,clean,automatic,rwd,pickup,white,or
